Identifier	matchCounts
YGR014W	8
YGR015C	2
YGR016W	0
YGR017W	0
YGR018C	0
YGR019W	1
YGR020C	0
YGR021W	0
YGR022C	0
YGR023W	0
YGR024C	5
YGR025W	0
YGR026W	0
YGR027C	0
YGR028W	0
YGR029W	0
YGR030C	0
YGR031W	0
YGR031C-A	0
YGR032W	4
YGR033C	0
YGR034W	0
YGR035C	0
YGR035W-A	0
YGR036C	0
YGR037C	0
YGR038W	0
YGR039W	1
YGR040W	0
YGR041W	1
YGR042W	0
YGR043C	4
YGR044C	4
YGR045C	1
YGR046W	0
YGR047C	7
YGR048W	0
YGR049W	0
YGR050C	1
YGR051C	0
YGR052W	0
YGR053C	0
YGR054W	0
YGR055W	1
YGR056W	1
YGR057C	0
YGR058W	0
YGR059W	1
YGR060W	0
YGR061C	2
YGR062C	1
YGR063C	0
YGR064W	0
YGR065C	0
YGR066C	0
YGR067C	1
YGR068C	0
YGR068W-A	0
YGR069W	0
YGR070W	0
YGR071C	0
YGR072W	0
YGR073C	0
YGR074W	0
YGR075C	1
YGR076C	0
YGR077C	0
YGR078C	0
YGR079W	1
YGR080W	0
YGR081C	0
YGR082W	0
YGR083C	1
YGR084C	1
YGR085C	0
YGR086C	1
YGR087C	0
YGR088W	1
YGR089W	0
YGR090W	0
YGR091W	1
YGR092W	1
YGR093W	1
YGR094W	1
YGR095C	0
YGR096W	1
YGR097W	1
YGR098C	3
YGR099W	0
YGR100W	8
YGR101W	0
YGR102C	0
YGR103W	0
YGR104C	0
YGR105W	0
YGR106C	1
YGR107W	0
YGR108W	0
YGR109C	4
YGR110W	0
YGR111W	0
YGR112W	2
YGR113W	8
YGR114C	0
YGR115C	0
YGR116W	6
YGR117C	0
YGR118W	0
YGR119C	1
YGR120C	0
YGR121C	0
YGR121W-A	0
YGR122W	0
YGR122C-A	0
YGR123C	0
YGR124W	0
YGR125W	0
YGR126W	1
YGR127W	0
YGR128C	6
YGR129W	0
YGR130C	0
YGR131W	0
YGR132C	0
YGR133W	0
YGR134W	1
YGR135W	0
YGR136W	0
YGR137W	0
YGR138C	0
YGR139W	0
YGR140W	3
YGR141W	0
YGR142W	3
YGR143W	0
YGR144W	1
YGR145W	3
YGR146C	0
YGR146C-A	0
YGR147C	1
YGR148C	0
YGR149W	2
YGR150C	6
YGR151C	0
YGR152C	0
YGR153W	0
YGR154C	0
YGR155W	2
YGR156W	1
YGR157W	0
YGR158C	0
YGR159C	0
YGR160W	0
YGR161C	0
YGR161W-C	0
YGR162W	1
YGR163W	1
YGR164W	0
YGR165W	2
YGR166W	5
YGR167W	0
YGR168C	0
YGR169C	2
YGR169C-A	0
YGR170W	0
YGR171C	1
YGR172C	0
YGR173W	0
YGR174C	1
YGR174W-A	0
YGR175C	0
YGR176W	0
YGR177C	1
YGR178C	3
YGR179C	0
YGR180C	0
YGR181W	1
YGR182C	0
YGR183C	0
YGR184C	0
YGR185C	3
YGR186W	0
YGR187C	0
YGR188C	1
YGR189C	0
YGR190C	0
YGR191W	0
YGR192C	0
YGR193C	0
YGR194C	0
YGR195W	1
YGR196C	0
YGR197C	0
YGR198W	0
YGR199W	0
YGR200C	0
YGR201C	0
YGR202C	1
YGR203W	0
YGR204W	0
YGR204C-A	0
YGR205W	0
YGR206W	0
YGR207C	0
YGR208W	0
YGR209C	0
YGR210C	2
YGR211W	6
YGR212W	1
YGR213C	0
YGR214W	0
YGR215W	0
YGR216C	1
YGR217W	0
YGR218W	3
YGR219W	0
YGR220C	0
YGR221C	1
YGR222W	0
YGR223C	0
YGR224W	2
YGR225W	0
YGR226C	0
YGR227W	0
YGR228W	0
YGR229C	0
YGR230W	0
YGR231C	0
YGR232W	0
YGR233C	7
YGR234W	0
YGR235C	0
YGR236C	0
YGR237C	0
YGR238C	3
YGR239C	0
YGR240C	1
YGR240C-A	0
YGR241C	0
YGR242W	0
YGR243W	0
YGR244C	0
YGR245C	2
YGR246C	5
YGR247W	0
YGR248W	0
YGR249W	4
YGR250C	3
YGR251W	2
YGR252W	0
YGR253C	0
YGR254W	0
YGR255C	1
YGR256W	1
YGR257C	5
YGR258C	4
YGR259C	0
YGR260W	2
YGR261C	2
YGR262C	2
YGR263C	0
YGR264C	0
YGR265W	0
YGR266W	1
YGR267C	1
YGR268C	2
YGR269W	0
YGR270W	2
YGR270C-A	0
YGR271W	1
YGR271C-A	0
YGR273C	0
YGR274C	1
YGR275W	0
YGR276C	0
YGR277C	0
YGR278W	0
YGR279C	0
YGR280C	0
YGR281W	0
YGR282C	1
YGR283C	0
YGR284C	1
YGR285C	1
YGR286C	2
YGR287C	0
YGR288W	0
YGR289C	5
YGR290W	0
YGR291C	0
YGR292W	0
YGR293C	0
YGR294W	0
YGR295C	0
YGR296W	0
YGR296C-A	0
YGR296C-B	0
YLL067C	0
YLL067W-A	0
YLL066W-B	0
YLL066C	0
YLL066W-A	0
YLL065W	0
YLL064C	0
YLL063C	0
YLL062C	3
YLL061W	1
YLL060C	0
YLL059C	0
YLL058W	1
YLL057C	0
YLL056C	1
YLL055W	3
YLL054C	0
YLL053C	0
YLL052C	0
YLL051C	0
YLL050C	0
YLL049W	0
YLL048C	2
YLL047W	0
YLL046C	0
YLL045C	0
YLL044W	0
YLL043W	2
YLL042C	0
YLL041C	0
YLL040C	1
YLL039C	0
YLL038C	1
YLL037W	0
YLL036C	0
YLL035W	0
YLL034C	1
YLL033W	0
YLL032C	1
YLL031C	0
YLL030C	0
YLL029W	2
YLL028W	3
YLL027W	0
YLL026W	1
YLL025W	0
YLL024C	0
YLL023C	0
YLL022C	1
YLL021W	1
YLL020C	1
YLL019C	4
YLL019W-A	0
YLL018C-A	0
YLL018C	2
YLL015W	4
YLL014W	0
YLL013C	0
YLL012W	0
YLL011W	0
YLL010C	0
YLL009C	0
YLL008W	1
YLL007C	0
YLL006W-A	0
YLL006W	0
YLL005C	5
YLL004W	1
YLL003W	1
YLL002W	3
YLL001W	0
YLR001C	5
YLR002C	0
YLR003C	10
YLR004C	0
YLR005W	3
YLR006C	1
YLR007W	0
YLR008C	0
YLR009W	1
YLR010C	0
YLR011W	0
YLR012C	0
YLR013W	0
YLR014C	4
YLR015W	3
YLR016C	0
YLR017W	0
YLR018C	1
YLR019W	2
YLR020C	1
YLR021W	0
YLR022C	0
YLR023C	0
YLR024C	0
YLR025W	0
YLR026C	0
YLR027C	4
YLR028C	0
YLR029C	0
YLR030W	0
YLR031W	0
YLR032W	0
YLR033W	1
YLR034C	0
YLR035C	1
YLR036C	1
YLR037C	0
YLR038C	0
YLR039C	2
YLR040C	2
YLR041W	0
YLR042C	0
YLR043C	0
YLR044C	1
YLR045C	1
YLR046C	0
YLR047C	0
YLR048W	0
YLR049C	0
YLR050C	0
YLR051C	1
YLR052W	1
YLR053C	0
YLR054C	1
YLR055C	0
YLR056W	1
YLR057W	0
YLR058C	1
YLR059C	0
YLR060W	0
YLR061W	0
YLR062C	0
YLR063W	0
YLR064W	0
YLR065C	0
YLR066W	0
YLR067C	2
YLR068W	0
YLR069C	0
YLR070C	0
YLR071C	2
YLR072W	0
YLR073C	0
YLR074C	0
YLR075W	0
YLR076C	0
YLR077W	0
YLR078C	0
YLR079W	1
YLR080W	0
YLR081W	0
YLR082C	1
YLR083C	1
YLR084C	0
YLR085C	1
YLR086W	7
YLR087C	7
YLR088W	1
YLR089C	3
YLR090W	0
YLR091W	0
YLR092W	0
YLR093C	0
YLR094C	1
YLR095C	0
YLR096W	1
YLR097C	1
YLR098C	0
YLR099C	1
YLR099W-A	7
YLR100W	0
YLR101C	1
YLR102C	0
YLR103C	0
YLR104W	0
YLR105C	0
YLR106C	6
YLR107W	0
YLR108C	1
YLR109W	1
YLR110C	0
YLR111W	1
YLR112W	0
YLR113W	0
YLR114C	0
YLR115W	0
YLR116W	0
YLR117C	1
YLR118C	4
YLR119W	0
YLR120C	2
YLR120W-A	0
YLR121C	1
YLR122C	0
YLR123C	0
YLR124W	0
YLR125W	0
YLR126C	0
YLR127C	0
YLR128W	0
YLR129W	5
YLR130C	0
YLR131C	0
YLR132C	1
YLR133W	0
YLR134W	2
YLR135W	0
YLR136C	1
YLR137W	1
YLR138W	0
YLR139C	0
YLR140W	0
YLR141W	1
YLR142W	1
YLR143W	1
YLR144C	1
YLR145W	0
YLR146C	0
YLR146W-A	0
YLR147C	0
YLR148W	0
YLR149C	0
YLR149C-A	0
YLR150W	0
YLR151C	0
YLR152C	0
YLR153C	3
YLR154C	0
YLR154W-A	0
YLR154W-B	0
YLR154W-C	0
YLR154W-E	0
YLR154W-F	0
YLR154C-G	0
YLR154C-H	0
YLR155C	0
YLR156W	0
YLR156C-A	0
YLR157C	0
YLR157W-D	0
YLR157W-E	0
YLR157C-C	0
YLR158C	0
YLR159W	0
YLR159C-A	0
YLR160C	0
YLR161W	0
YLR162W	0
YLR162W-A	0
YLR163C	1
YLR163W-A	0
YLR164W	0
YLR165C	0
YLR166C	8
YLR167W	1
YLR168C	0
YLR169W	0
YLR170C	0
YLR171W	1
YLR172C	0
YLR173W	0
YLR174W	2
YLR175W	0
YLR176C	0
YLR177W	8
YLR178C	0
YLR179C	0
YLR180W	1
YLR181C	0
YLR182W	2
YLR183C	0
YLR184W	0
YLR185W	0
YLR186W	0
YLR187W	2
YLR188W	2
YLR189C	2
YLR190W	0
YLR191W	1
YLR192C	1
YLR193C	0
YLR194C	1
YLR195C	0
YLR196W	0
YLR197W	5
YLR198C	0
YLR199C	0
YLR200W	0
YLR201C	1
YLR202C	0
YLR203C	2
YLR204W	0
YLR205C	1
YLR206W	0
YLR207W	0
YLR208W	0
YLR209C	0
YLR210W	4
YLR211C	0
YLR212C	0
YLR213C	0
YLR214W	1
YLR215C	3
YLR216C	1
YLR217W	0
YLR218C	1
YLR219W	1
YLR220W	0
YLR221C	0
YLR222C	0
YLR222C-A	0
YLR223C	2
YLR224W	0
YLR225C	0
YLR226W	0
YLR227C	0
YLR228C	1
YLR229C	0
YLR230W	0
YLR231C	0
YLR232W	0
YLR233C	0
YLR234W	2
YLR235C	0
YLR236C	0
YLR237W	3
YLR238W	0
YLR239C	2
YLR240W	2
YLR241W	0
YLR242C	2
YLR243W	0
YLR244C	0
YLR245C	0
YLR246W	0
YLR247C	1
YLR248W	0
YLR249W	1
YLR250W	1
YLR251W	0
YLR252W	0
YLR253W	3
YLR254C	0
YLR255C	0
YLR256W	16
YLR257W	1
YLR258W	4
YLR259C	3
YLR260W	0
YLR261C	2
YLR262C	2
YLR262C-A	0
YLR263W	3
YLR264W	0
YLR264C-A	0
YLR265C	0
YLR266C	0
YLR267W	3
YLR268W	0
YLR269C	0
YLR270W	0
YLR271W	0
YLR272C	1
YLR273C	0
YLR274W	0
YLR275W	0
YLR276C	1
YLR277C	1
YLR278C	0
YLR279W	0
YLR280C	1
YLR281C	1
YLR282C	0
YLR283W	1
YLR284C	0
YLR285W	0
YLR285C-A	0
YLR286C	0
YLR286W-A	0
YLR287C	0
YLR287C-A	0
YLR288C	0
YLR289W	0
YLR290C	0
YLR291C	0
YLR292C	1
YLR293C	0
YLR294C	0
YLR295C	1
YLR296W	0
YLR297W	0
YLR298C	0
YLR299W	2
YLR299C-A	0
YLR300W	1
YLR301W	0
YLR302C	0
YLR303W	1
YLR304C	0
YLR305C	3
YLR306W	0
YLR307W	1
YLR307C-A	0
YLR308W	1
YLR309C	0
YLR310C	2
YLR311C	0
YLR312C	0
YLR312W-A	0
YLR313C	7
YLR314C	0
YLR315W	0
YLR316C	0
YLR317W	1
YLR318W	1
YLR319C	3
YLR320W	0
YLR321C	2
YLR322W	0
YLR323C	0
YLR324W	0
YLR325C	0
YLR326W	0
YLR327C	0
YLR328W	2
YLR329W	1
YLR330W	1
YLR331C	0
YLR332W	0
YLR333C	0
YLR334C	0
YLR335W	2
YLR336C	1
YLR337C	0
YLR338W	0
YLR339C	1
YLR340W	0
YLR341W	0
YLR342W	0
YLR342W-A	0
YLR343W	1
YLR344W	1
YLR345W	0
YLR346C	0
YLR347C	0
YLR347W-A	0
YLR348C	0
YLR349W	0
YLR350W	2
YLR351C	0
YLR352W	1
YLR353W	0
YLR354C	1
YLR355C	2
YLR356W	0
YLR357W	2
YLR358C	0
YLR359W	0
YLR360W	0
YLR361C	2
YLR361C-A	0
YLR362W	3
YLR363C	0
YLR363W-A	0
YLR364W	0
YLR365W	0
YLR364C-A	0
YLR366W	0
YLR367W	0
YLR368W	0
YLR369W	2
YLR370C	1
YLR371W	0
YLR372W	1
YLR373C	2
YLR374C	0
YLR375W	0
YLR376C	0
YLR377C	1
YLR378C	0
YLR379W	0
YLR380W	0
YLR381W	0
YLR382C	0
YLR383W	2
YLR384C	2
YLR385C	2
YLR386W	1
YLR387C	1
YLR388W	0
YLR389C	6
YLR390W	0
YLR390W-A	1
YLR392C	0
YLR393W	0
YLR394W	0
YLR395C	0
YLR396C	2
YLR397C	1
YLR398C	1
YLR399C	0
YLR399W-A	0
YLR400W	0
YLR401C	0
YLR402W	0
YLR403W	1
YLR404W	1
YLR405W	0
YLR406C	0
YLR406C-A	0
YLR407W	1
YLR408C	0
YLR409C	0
YLR410W	3
YLR411W	2
YLR412W	1
YLR412C-A	0
YLR413W	0
YLR414C	0
YLR415C	0
YLR416C	0
YLR417W	0
YLR418C	0
YLR419W	1
YLR420W	0
YLR421C	0
YLR422W	1
YLR423C	2
YLR424W	0
YLR425W	0
YLR426W	0
YLR427W	5
YLR428C	0
YLR429W	0
YLR430W	0
YLR431C	4
YLR432W	1
YLR433C	0
YLR434C	0
YLR435W	0
YLR436C	2
YLR437C	0
YLR437C-A	0
YLR438W	6
YLR438C-A	1
YLR439W	0
YLR440C	0
YLR441C	0
YLR442C	2
YLR443W	1
YLR444C	0
YLR445W	0
YLR446W	0
YLR447C	1
YLR448W	0
YLR449W	0
YLR450W	1
YLR451W	0
YLR452C	0
YLR453C	0
YLR454W	11
YLR455W	1
YLR456W	0
YLR457C	0
YLR458W	0
YLR459W	0
YLR460C	1
YLR461W	0
YLR462W	0
YLR463C	0
YLR464W	0
YLR465C	0
YLR466W	0
YLR466C-A	0
YLR466C-B	0
YLR467W	0
YLR467C-A	0
YPL283C	0
YPL283W-B	0
YPL283W-A	0
YPL282C	0
YPL281C	1
YPL280W	1
YPL279C	0
YPL278C	0
YPL277C	1
YPL274W	1
YPL273W	0
YPL272C	0
YPL271W	0
YPL270W	1
YPL269W	4
YPL268W	0
YPL267W	0
YPL266W	0
YPL265W	1
YPL264C	0
YPL263C	0
YPL262W	0
YPL261C	0
YPL260W	4
YPL259C	1
YPL258C	0
YPL257W	2
YPL256C	1
YPL255W	0
YPL254W	0
YPL253C	3
YPL252C	0
YPL251W	0
YPL250C	0
YPL249C-A	0
YPL250W-A	0
YPL249C	1
YPL248C	0
YPL247C	0
YPL246C	2
YPL245W	0
YPL244C	0
YPL243W	0
YPL242C	3
YPL241C	0
YPL240C	1
YPL239W	0
YPL238C	0
YPL237W	0
YPL236C	0
YPL235W	2
YPL234C	0
YPL233W	0
YPL232W	0
YPL231W	2
YPL230W	1
YPL229W	0
YPL228W	1
YPL227C	1
YPL226W	4
YPL225W	1
YPL224C	2
YPL223C	0
YPL222W	0
YPL222C-A	0
YPL221W	0
YPL220W	1
YPL219W	0
YPL218W	0
YPL217C	0
YPL216W	0
YPL215W	0
YPL214C	0
YPL213W	0
YPL212C	2
YPL211W	2
YPL210C	1
YPL209C	0
YPL208W	0
YPL207W	1
YPL206C	0
YPL205C	0
YPL204W	0
YPL203W	0
YPL202C	0
YPL201C	0
YPL200W	0
YPL199C	1
YPL198W	0
YPL197C	0
YPL196W	0
YPL195W	0
YPL194W	0
YPL193W	0
YPL192C	0
YPL191C	0
YPL190C	1
YPL189C-A	0
YPL189W	1
YPL188W	0
YPL187W	0
YPL186C	0
YPL185W	0
YPL184C	0
YPL183W-A	0
YPL183C	3
YPL182C	0
YPL181W	0
YPL180W	13
YPL179W	0
YPL178W	0
YPL177C	0
YPL176C	14
YPL175W	0
YPL174C	1
YPL173W	1
YPL172C	0
YPL171C	0
YPL170W	0
YPL169C	0
YPL168W	0
YPL167C	0
YPL166W	0
YPL165C	0
YPL164C	0
YPL163C	0
YPL162C	5
YPL161C	0
YPL160W	1
YPL159C	0
YPL158C	0
YPL157W	0
YPL156C	0
YPL155C	2
YPL154C	0
YPL153C	3
YPL152W-A	0
YPL152W	0
YPL151C	1
YPL150W	0
YPL149W	0
YPL148C	0
YPL147W	0
YPL146C	5
YPL145C	0
YPL144W	1
YPL143W	0
YPL142C	1
YPL141C	10
YPL140C	0
YPL139C	0
YPL138C	2
YPL137C	2
YPL136W	0
YPL135W	1
YPL135C-A	0
YPL134C	2
YPL133C	0
YPL132W	2
YPL131W	0
YPL130W	3
YPL129W	0
YPL128C	3
YPL127C	0
YPL126W	0
YPL125W	2
YPL124W	0
YPL123C	0
YPL122C	3
YPL121C	2
YPL120W	2
YPL119C-A	0
YPL119C	0
YPL118W	0
YPL117C	1
YPL116W	0
YPL115C	2
YPL114W	0
YPL113C	0
YPL112C	2
YPL111W	1
YPL110C	1
YPL109C	0
YPL108W	0
YPL107W	1
YPL106C	0
YPL105C	0
YPL104W	1
YPL103C	0
YPL102C	0
YPL101W	1
YPL100W	0
YPL099C	1
YPL098C	0
YPL097W	2
YPL096C-A	0
YPL096W	1
YPL095C	0
YPL094C	0
YPL093W	1
YPL092W	0
YPL091W	0
YPL090C	0
YPL089C	0
YPL088W	1
YPL087W	0
YPL086C	0
YPL085W	0
YPL084W	1
YPL083C	0
YPL082C	3
YPL081W	0
YPL080C	0
YPL079W	0
YPL078C	0
YPL077C	0
YPL076W	0
YPL075W	4
YPL074W	0
YPL073C	0
YPL072W	2
YPL071C	0
YPL070W	2
YPL069C	0
YPL068C	1
YPL067C	0
YPL066W	0
YPL065W	0
YPL064C	0
YPL063W	0
YPL062W	0
YPL061W	1
YPL060W	0
YPL059W	0
YPL058C	0
YPL057C	1
YPL056C	0
YPL055C	0
YPL054W	1
YPL053C	0
YPL052W	0
YPL051W	0
YPL050C	0
YPL049C	1
YPL048W	1
YPL047W	0
YPL046C	0
YPL045W	0
YPL044C	0
YPL043W	0
YPL042C	1
YPL041C	0
YPL040C	1
YPL039W	1
YPL038W-A	1
YPL038W	0
YPL037C	2
YPL036W	0
YPL035C	0
YPL034W	0
YPL033C	2
YPL032C	0
YPL031C	0
YPL030W	1
YPL029W	0
YPL028W	0
YPL027W	0
YPL026C	0
YPL025C	0
YPL024W	0
YPL023C	1
YPL022W	1
YPL021W	0
YPL020C	0
YPL019C	0
YPL018W	0
YPL017C	0
YPL016W	0
YPL015C	0
YPL014W	1
YPL013C	0
YPL012W	1
YPL011C	0
YPL010W	1
YPL009C	1
YPL008W	5
YPL007C	1
YPL006W	1
YPL005W	1
YPL004C	0
YPL003W	0
YPL002C	0
YPL001W	0
YPR001W	5
YPR002W	0
YPR002C-A	0
YPR003C	0
YPR004C	0
YPR005C	0
YPR006C	0
YPR007C	0
YPR008W	0
YPR009W	0
YPR010C	1
YPR010C-A	0
YPR011C	1
YPR012W	0
YPR013C	1
YPR014C	0
YPR015C	0
YPR016C	0
YPR016W-A	0
YPR017C	0
YPR018W	1
YPR019W	5
YPR020W	0
YPR021C	0
YPR022C	0
YPR023C	0
YPR024W	1
YPR025C	0
YPR026W	0
YPR027C	0
YPR028W	1
YPR029C	2
YPR030W	0
YPR031W	0
YPR032W	3
YPR033C	0
YPR034W	1
YPR035W	0
YPR036W	11
YPR036W-A	0
YPR037C	0
YPR038W	0
YPR039W	0
YPR040W	0
YPR041W	0
YPR042C	0
YPR043W	0
YPR044C	0
YPR045C	0
YPR046W	0
YPR047W	3
YPR048W	3
YPR049C	0
YPR050C	0
YPR051W	0
YPR052C	1
YPR053C	1
YPR054W	1
YPR055W	2
YPR056W	2
YPR057W	0
YPR058W	0
YPR059C	1
YPR060C	1
YPR061C	0
YPR062W	0
YPR063C	1
YPR064W	0
YPR065W	0
YPR066W	0
YPR067W	0
YPR068C	0
YPR069C	0
YPR070W	0
YPR071W	0
YPR072W	0
YPR073C	0
YPR074C	0
YPR074W-A	0
YPR075C	0
YPR076W	0
YPR077C	0
YPR078C	0
YPR079W	1
YPR080W	0
YPR081C	1
YPR082C	0
YPR083W	0
YPR084W	0
YPR085C	1
YPR086W	0
YPR087W	0
YPR088C	6
YPR089W	1
YPR091C	1
YPR092W	0
YPR093C	1
YPR094W	0
YPR095C	0
YPR096C	0
YPR097W	3
YPR098C	0
YPR099C	0
YPR100W	0
YPR101W	0
YPR102C	0
YPR103W	0
YPR104C	1
YPR105C	0
YPR106W	0
YPR107C	0
YPR108W	2
YPR108W-A	0
YPR109W	0
YPR110C	0
YPR111W	1
YPR112C	2
YPR113W	0
YPR114W	4
YPR115W	2
YPR116W	0
YPR117W	6
YPR118W	0
YPR119W	1
YPR120C	1
YPR121W	4
YPR122W	0
YPR123C	0
YPR124W	0
YPR125W	0
YPR126C	0
YPR127W	0
YPR128C	0
YPR129W	2
YPR130C	0
YPR131C	0
YPR132W	0
YPR133C	2
YPR133W-A	0
YPR134W	0
YPR135W	5
YPR136C	1
YPR137W	0
YPR138C	0
YPR139C	0
YPR140W	1
YPR141C	0
YPR142C	0
YPR143W	0
YPR144C	0
YPR145W	0
YPR145C-A	0
YPR146C	0
YPR147C	1
YPR148C	0
YPR149W	3
YPR150W	0
YPR151C	0
YPR152C	1
YPR153W	0
YPR154W	0
YPR155C	0
YPR156C	4
YPR157W	0
YPR158W	0
YPR159W	1
YPR159C-A	0
YPR160W	0
YPR160W-A	0
YPR160C-A	0
YPR161C	3
YPR162C	0
YPR163C	0
YPR164W	1
YPR165W	0
YPR166C	0
YPR167C	0
YPR168W	0
YPR169W	1
YPR170C	0
YPR170W-B	0
YPR169W-A	0
YPR170W-A	0
YPR171W	0
YPR172W	0
YPR173C	0
YPR174C	0
YPR175W	1
YPR176C	1
YPR177C	0
YPR178W	3
YPR179C	0
YPR180W	1
YPR181C	1
YPR182W	0
YPR183W	1
YPR184W	4
YPR185W	2
YPR186C	4
YPR187W	0
YPR188C	0
YPR189W	53
YPR190C	16
YPR191W	0
YPR192W	0
YPR193C	0
YPR194C	0
YPR195C	0
YPR196W	1
YPR197C	0
YPR198W	1
YPR199C	0
YPR200C	0
YPR201W	1
YPR202W	0
YPR203W	0
YPR204W	0
YPR204C-A	0
YML133C	0
YML133W-B	0
YML133W-A	0
YML132W	0
YML131W	0
YML130C	1
YML129C	0
YML128C	0
YML127W	1
YML126C	0
YML125C	2
YML124C	0
YML123C	0
YML122C	0
YML121W	0
YML120C	0
YML119W	0
YML118W	1
YML117W	0
YML116W-A	0
YML116W	0
YML115C	0
YML114C	1
YML113W	0
YML112W	1
YML111W	1
YML110C	0
YML109W	2
YML108W	0
YML107C	0
YML106W	0
YML105C	0
YML104C	1
YML103C	1
YML102W	1
YML101C-A	0
YML101C	0
YML100W-A	0
YML100W	1
YML099W-A	0
YML099C	0
YML098W	0
YML097C	0
YML096W	0
YML095C	0
YML094C-A	0
YML094W	0
YML093W	3
YML092C	0
YML091C	2
YML090W	0
YML089C	0
YML088W	8
YML087C	4
YML086C	3
YML085C	0
YML084W	0
YML083C	0
YML082W	0
YML081C-A	0
YML081W	0
YML080W	0
YML079W	0
YML078W	1
YML077W	1
YML076C	6
YML075C	3
YML074C	0
YML073C	0
YML072C	7
YML071C	1
YML070W	1
YML069W	0
YML068W	60
YML067C	2
YML066C	14
YML065W	1
YML064C	0
YML063W	2
YML062C	0
YML061C	49
YML060W	0
YML059C	0
YML058W-A	0
YML058W	0
YML057C-A	0
YML057W	1
YML056C	1
YML055W	0
YML054C	0
YML054C-A	0
YML053C	0
YML052W	0
YML051W	0
YML050W	0
YML049C	2
YML048W	0
YML047W-A	3
YML047C	0
YML046W	1
YML043C	0
YML042W	2
YML041C	0
YML038C	1
YML037C	0
YML036W	0
YML035C	2
YML034C-A	0
YML034W	2
YML032C	0
YML031C-A	0
YML031W	0
YML030W	1
YML029W	0
YML028W	2
YML027W	2
YML026C	0
YML025C	0
YML024W	0
YML023C	0
YML022W	0
YML021C	1
YML020W	1
YML019W	2
YML018C	1
YML017W	0
YML016C	1
YML015C	0
YML014W	2
YML013W	0
YML012C-A	0
YML012W	0
YML011C	0
YML010W	4
YML009W-B	1
YML009C-A	0
YML009C	0
YML008C	1
YML007C-A	0
YML007W	0
YML006C	0
YML005W	0
YML004C	3
YML003W	0
YML002W	1
YML001W	1
YMR001C	5
YMR001C-A	0
YMR002W	0
YMR003W	0
YMR004W	0
YMR005W	2
YMR006C	3
YMR007W	1
YMR008C	0
YMR009W	0
YMR010W	0
YMR011W	0
YMR012W	2
YMR013C	0
YMR013C-A	0
YMR013W-A	0
YMR014W	1
YMR015C	3
YMR016C	3
YMR017W	0
YMR018W	2
YMR019W	11
YMR020W	0
YMR021C	1
YMR022W	0
YMR023C	1
YMR024W	4
YMR025W	0
YMR026C	0
YMR027W	0
YMR028W	0
YMR029C	3
YMR030W	0
YMR031C	0
YMR031W-A	0
YMR032W	2
YMR030W-A	0
YMR033W	0
YMR034C	2
YMR035W	0
YMR036C	0
YMR037C	0
YMR038C	0
YMR039C	0
YMR040W	0
YMR041C	0
YMR042W	0
YMR043W	0
YMR044W	1
YMR046W-A	0
YMR047C	0
YMR048W	1
YMR049C	1
YMR052W	0
YMR052C-A	0
YMR053C	1
YMR054W	0
YMR055C	1
YMR056C	6
YMR057C	0
YMR058W	0
YMR059W	0
YMR060C	0
YMR061W	1
YMR062C	0
YMR063W	0
YMR064W	0
YMR065W	3
YMR066W	0
YMR067C	0
YMR068W	0
YMR069W	0
YMR070W	0
YMR071C	0
YMR072W	0
YMR073C	2
YMR074C	0
YMR075W	0
YMR075C-A	0
YMR076C	2
YMR077C	0
YMR078C	1
YMR079W	0
YMR080C	0
YMR081C	0
YMR082C	0
YMR083W	0
YMR084W	0
YMR085W	2
YMR086W	1
YMR086C-A	1
YMR087W	1
YMR088C	1
YMR089C	2
YMR090W	0
YMR091C	2
YMR092C	1
YMR093W	0
YMR094W	1
YMR095C	1
YMR096W	0
YMR097C	2
YMR098C	1
YMR099C	0
YMR100W	2
YMR101C	0
YMR102C	1
YMR103C	1
YMR104C	0
YMR105C	0
YMR105W-A	0
YMR106C	1
YMR107W	0
YMR108W	2
YMR109W	2
YMR110C	17
YMR111C	0
YMR112C	1
YMR113W	0
YMR114C	0
YMR115W	0
YMR116C	1
YMR117C	0
YMR118C	1
YMR119W	1
YMR119W-A	0
YMR120C	0
YMR121C	0
YMR122C	0
YMR122W-A	0
YMR123W	0
YMR124W	1
YMR125W	0
YMR126C	1
YMR127C	0
YMR128W	2
YMR129W	2
YMR130W	3
YMR131C	0
YMR132C	1
YMR133W	1
YMR134W	0
YMR135C	0
YMR135W-A	0
YMR136W	4
YMR137C	1
YMR138W	0
YMR139W	0
YMR140W	0
YMR141C	0
YMR142C	0
YMR141W-A	9
YMR143W	0
YMR144W	0
YMR145C	0
YMR146C	0
YMR147W	2
YMR148W	0
YMR149W	3
YMR150C	0
YMR151W	1
YMR152W	2
YMR153W	0
YMR153C-A	0
YMR154C	2
YMR155W	0
YMR156C	1
YMR157C	1
YMR158W	0
YMR158C-A	0
YMR158W-B	0
YMR159C	0
YMR160W	1
YMR161W	0
YMR162C	8
YMR163C	0
YMR164C	0
YMR165C	0
YMR166C	0
YMR167W	1
YMR168C	0
YMR169C	1
YMR170C	0
YMR171C	1
YMR172W	0
YMR172C-A	0
YMR173W	0
YMR173W-A	0
YMR174C	0
YMR175W	0
YMR175W-A	0
YMR176W	0
YMR177W	0
YMR178W	0
YMR179W	1
YMR180C	0
YMR181C	0
YMR182C	0
YMR182W-A	0
YMR183C	0
YMR184W	0
YMR185W	1
