p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.4797044291181234	0.415	0.013	0	8	Tnfrsf23
0	1.4672495790411286	0.346	0.008	0	8	Cyth4
0	1.464772502975714	0.35	0.01	0	8	Gsap
0	1.4615016463241257	0.346	0.001	0	8	Trem3
0	1.4458437218931501	0.424	0.011	0	8	Tmem38b
0	1.4250887352090307	0.346	0.007	0	8	Lpcat2
0	1.415558702492538	0.318	0.003	0	8	Klra2
0	1.3991977367102897	0.373	0.008	0	8	Gpat3
0	1.3873699609911667	0.313	0.003	0	8	Il18rap
0	1.3750040853294025	0.29	0.004	0	8	Zfyve26
0	1.3290916049421386	0.263	0.001	0	8	9830107B12Rik
0	1.3277090389356145	0.346	0.004	0	8	Tlr13
0	1.3208947529793662	0.253	0.001	0	8	Themis2
0	1.3158627728512604	0.392	0.014	0	8	Tbc1d23
0	1.2998105197139482	0.281	0.006	0	8	A130071D04Rik
0	1.286214779501865	0.313	0.005	0	8	Hcst
0	1.2849827898968895	0.336	0.006	0	8	Lrrc25
0	1.2506598414608336	0.318	0.004	0	8	Gm37498
0	1.2244243159764399	0.336	0.007	0	8	Apobr
0	1.200284374425496	0.313	0.005	0	8	Pag1
0	1.1977203521821145	0.35	0.007	0	8	Glipr1
0	1.1892569697793156	0.346	0.002	0	8	Sirpb1b
0	1.1489206866234039	0.295	0.003	0	8	Tlr6
0	1.1314650099536383	0.276	0.004	0	8	mt-Ta
0	1.122015592648303	0.276	0.002	0	8	Gcnt1
0	1.1008087296462201	0.295	0.005	0	8	Fgr
0	1.087777014788043	0.29	0.001	0	8	Tmem156
0	1.087574086818933	0.267	0.002	0	8	Slfn1
0	1.037049751611905	0.29	0.006	0	8	Sirpb1c
0	0.9761762906317308	0.276	0.004	0	8	Cd37
0	0.9575662752315958	0.267	0.004	0	8	Gm45266
0	0.8784314941460589	0.286	0.006	0	8	Hist2h2aa1
5.510651136384133e-308	1.7029095468342497	0.41	0.016	9.306387639125523e-304	8	Apbb1ip
1.940096914101516e-307	2.141884388458736	0.576	0.035	3.27643566853464e-303	8	Emilin2
1.9925105446658764e-307	1.461250456517254	0.433	0.018	3.364951807831732e-303	8	Rab32
3.583108176100334e-303	1.9560181825026726	0.475	0.023	6.051153087798244e-299	8	Mpeg1
6.783992368061844e-302	1.7737572169355298	0.429	0.018	1.1456806311182841e-297	8	Dgat1
4.325625043854433e-301	1.6448676466648244	0.539	0.031	7.305115574061367e-297	8	Ubap1
6.17206046798963e-301	1.7477479314550377	0.525	0.029	1.0423375718340887e-296	8	Fem1c
6.7598468845272015e-301	1.602972611063337	0.359	0.012	1.1416029418589538e-296	8	Selplg
6.529730742156053e-300	1.534766580433416	0.41	0.017	1.1027409277353143e-295	8	Csf2ra
1.5577131007810125e-299	1.5818013949743852	0.336	0.01	2.630665884598974e-295	8	Fyb
2.18760070835855e-299	1.6168081457220453	0.53	0.03	3.6944200762759193e-295	8	Rasa2
4.356464816186531e-298	1.4650135651413985	0.424	0.018	7.357197781575813e-294	8	Fam111a
9.43631959742994e-297	3.1889665724272294	0.765	0.071	1.5936056536139682e-292	8	Rnf149
4.792773762200565e-295	1.1409827778128134	0.295	0.007	8.094036329604313e-291	8	Ankrd22
6.792492328663123e-295	1.485358613414102	0.346	0.011	1.1471161044646282e-290	8	Lyst
2.4343912140181042e-291	1.134242276842569	0.346	0.011	4.1111998822337747e-287	8	Cd82
2.3313096707316012e-290	1.5135588864995488	0.387	0.015	3.937115771931528e-286	8	Neurl3
1.3522661487512062e-289	1.7085724729719358	0.521	0.03	2.283707072011037e-285	8	Notch2
3.6380670474983475e-288	1.4397429134126525	0.429	0.019	6.143967629815209e-284	8	Cd68
1.3481308059758664e-287	1.5509255331903447	0.442	0.021	2.276723305132043e-283	8	Trps1
2.712451432879142e-287	1.6494348011283928	0.369	0.014	4.580787979846294e-283	8	Pts
2.838150950253072e-287	2.519793859532478	0.452	0.021	4.793069324787388e-283	8	Asprv1
5.778375586054718e-287	1.7166147354963717	0.544	0.033	9.75852068972921e-283	8	Atp11b
1.9824247785829338e-286	1.5768093218633927	0.406	0.017	3.3479189660708586e-282	8	Snx10
3.966666868333004e-284	5.514808357198171	0.912	0.132	6.698907007240777e-280	8	S100a8
3.043456174712637e-281	1.796659104869783	0.576	0.038	5.139788787854701e-277	8	Rhog
1.0360990572933511e-274	2.0087874294256993	0.608	0.044	1.7497640879570114e-270	8	Ninj1
1.328829273143338e-273	1.4949285119415188	0.548	0.036	2.244126876484469e-269	8	Cox17
1.7538171744036408e-272	2.1489006035813203	0.59	0.042	2.9618464441328684e-268	8	Lasp1
3.028136139397332e-272	1.926442404775406	0.548	0.036	5.113916312214214e-268	8	Gadd45a
5.620726304754926e-272	4.188712039565195	0.843	0.105	9.492282583470119e-268	8	Slpi
6.936915620147215e-270	2.954851034645987	0.696	0.062	1.1715063099304617e-265	8	Marcksl1
5.315552307020484e-268	0.9331588489985211	0.3	0.009	8.976904736096193e-264	8	N4bp2l1
1.61359614764199e-267	1.9148672779655653	0.604	0.045	2.7250411741377928e-263	8	Diaph1
1.4409405970429839e-266	1.4148319974845847	0.318	0.011	2.4334604802861912e-262	8	Gpsm3
9.487061372774397e-264	2.3407149529963154	0.71	0.064	1.60217492463414e-259	8	Smox
3.8790753270931367e-261	0.9671289071991421	0.253	0.006	6.550982412394889e-257	8	Dmxl2
6.091009312784343e-261	1.6350027537916045	0.419	0.021	1.02864965274302e-256	8	Atg2a
6.160781973521197e-261	1.9148843309858594	0.645	0.053	1.0404328596882598e-256	8	Por
8.282344490490293e-260	1.5936262009021687	0.253	0.006	1.3987223375540007e-255	8	Myo1f
5.1753968362257635e-256	1.4041188471585186	0.41	0.021	8.740210177018069e-252	8	Wipf1
9.811222043010427e-255	1.425610473276423	0.364	0.015	1.656919178623601e-250	8	Hp
1.2268688900045578e-253	1.2159531559919186	0.253	0.006	2.0719361814396973e-249	8	Itgal
3.547435867306174e-253	1.3028786731831141	0.3	0.01	5.990909692706666e-249	8	Sephs2
1.0527358871433675e-252	2.241601894425184	0.631	0.053	1.777860366207719e-248	8	Fxyd5
9.455042441620783e-252	1.3955701098686286	0.47	0.028	1.596767567540918e-247	8	Colec12
1.178639463510807e-251	1.3527331315327369	0.498	0.031	1.9904863259770508e-247	8	Tmem189
9.374096813326711e-251	1.4210162638933448	0.465	0.027	1.583097469834615e-246	8	Alcam
2.724809759853015e-248	0.944184330407232	0.295	0.01	4.601658722439772e-244	8	Sh2b2
1.7158922698484708e-247	1.607653163961662	0.401	0.02	2.8977988653200975e-243	8	1700017B05Rik
2.5227624136414673e-247	1.2502565642722452	0.281	0.009	4.26044116415771e-243	8	Isg20
3.021504451149872e-246	1.063589761873599	0.258	0.007	5.102716717101904e-242	8	Ncf1
9.736022366351462e-246	0.9902232268310008	0.447	0.026	1.644219457229435e-241	8	Myl12b
1.7854820755421493e-244	1.783021116769544	0.456	0.027	3.0153221291755817e-240	8	Raf1
3.266437676549838e-240	1.1014105881267595	0.387	0.019	5.516359948157366e-236	8	Xylt1
7.550379597095398e-239	1.354237308546681	0.327	0.013	1.275108106357471e-234	8	Gfod1
5.196369147820422e-237	2.1004071841669827	0.664	0.061	8.77562821683913e-233	8	Tpd52
1.3747097884583546e-234	1.4763297883574138	0.406	0.022	2.321609890748469e-230	8	Mindy1
