gene_name	cluster_0	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11	cluster_12	cluster_13	cluster_14
Gm37783	0	0	0	0	0	0	0	0.01604485147973332	0	0.00656471864564867	0.007139328017151235	0.014302405573680914	0	0	0
Gm37674	0	0	0.001057786996882465	0	0	0	0	0	0	0	0	0.0071767724195536	0	0	0
Gm38036	0	0	0	0	0	0	0	0.0030158684562266547	0	0	0.004757543600113898	0	0	0	0
2900035J10Rik	0	0	0	0	0	0	0.0020112427164708175	0.0036444714415790613	0	0	0.009921297007110553	0	0	0	0
Cd34	0.611153993460169	0.29685321472052817	1.7347508684441129	0.19113280709732167	0.2357486212235435	0.499009093310269	0.20774944581908839	1.9263885287082498	0.054151718667627996	0.20990952477599695	2.0328104063921217	0	0.6145889392813737	0	1.3142635317591682
Gm37334	0	0	0	0.013368450297656414	0	0	0.0010608396733863066	0.008182441643816655	0.04966466428839865	0	0.005417495247622448	0	0	0	0
9630010A21Rik	0	0	0.003898260467280908	0.021327089782419616	0	0	0.0013647050152378072	0.011148719872343397	0.06095695950694373	0	0.005417495247622448	0.024457441834800225	0	0	0
Cd46	0	0	0.026973988732850177	0	0	0	0	0	0.01537132059660869	0	0.013578157837589476	0	0	0	0.2211957739146249
Gm37366	0	0	0.029059141899955763	0	0	0	0	0	0.014307091585011889	0	0	0	0	0	0
Gm37132	0	0	0	0	0	0	0.0013647050152378072	0	0	0	0	0	0	0	0
Cr1l	0.46813993449334307	0.45933374595211773	0.46746631589965565	0.47128280825775826	0.28054825902692176	0.25628933740285376	0.42164453088300324	0.6836691908974116	0.30078409333105843	0.6933858970153706	0.505631210557878	0.321957292637313	0.5825724479024276	0.6591564550306698	0.4094313888565092
Fam171a1	0.07936130592991877	0.1208347747106318	0.3336143389259159	0	0	0.2742028750240638	0.003210094257034854	0.4489632386628576	0	0.013749453860888631	0.11577063014020662	0	0	0	0
Nmt2	0.2805291097486402	0.35669554180318674	0.3967439720359675	0.1669702962216224	0.5784794749403139	0.1281406548379176	0.3744578858423967	0.3423527634099631	0.031631123379958714	0.6378276708398978	0.5550329376702123	0.18234106955584425	0	0.9699970211800737	0.4595292592238732
Rpp38	0.0636488529652208	0.04685639529963874	0.04494128529596183	0	0.3518010378042479	0.12705164246115266	0.03654979484743342	0.04008547864062691	0	0	0.016280112874035475	0.043674746643505305	0	0	0
Meig1	0.014540634819985177	0	0	0	0	0	0	0	0.01772087030567227	0	0	0.0136621145809999	0	0	0
Dclre1c	0.03985469362130323	0.0079176977367854	0	0.16497046811795768	0	0	0.03707167117021251	0.03261747765233528	0.0903284152562254	0.00656471864564867	0.010015036032779498	0.325855239684421	0	0.05108362880338797	0
Suv39h2	0.026095110501739995	0.03333233304025755	0.07399475638444958	0.018954787364947472	0	0	0.13007658214328208	0.0017235624502633677	0	0.005622604127383752	0.021274330860865973	0	0	0.011224533195161614	0
Hspa14	0.2237257846765653	0.16253029036375852	0.17314008448735377	0.2129300512262078	0	0.12363691005059432	0.18386856547085767	0.3643848404158137	0.14155534894107344	0	0.061993377854852115	0.10358195361836424	0	0.8134541561509661	0
Gm45902	0.012187915572223916	0.0164250456892244	0.03139457522268046	0.12233945950119877	0	0	0.008173719736712291	0.01189313038039183	0	0	0.0672999812730224	0.022163934269254042	0	0.011224533195161614	0
Cdnf	0	0.007216834928043158	0	0.0021426833340031926	0	0	0.02336729620275881	0.03676492711382771	0	0	0.006624927506792936	0.008216871824988882	0	0	0
Fam107b	0.8925736825200284	0.9657917048391794	0.49759815820858333	0.876350037170106	0.6560018098215716	0.9383868762198458	0.6288793123110475	0.47027524560556055	1.9639174171379763	1.603854576647105	0.5323914868350037	1.005503740556338	0.9714330396049449	1.8334435002263294	1.2991987913056178
Frmd4a	0.12394128547657174	0.07191012074778547	0.5952329865101589	0.40311668426539726	0.02053696414771111	0.11574131619115036	0.1719850264618109	1.0073343514218012	0.03040038582774249	0.3354172112666031	0.7244786000461305	0.29405700076506547	0.563739594152974	0	0.26220743572876454
Prpf18	0.356786906350195	0.2990104978524694	0.12106267852781698	0.24674081380413332	0.298852214174623	0.29009855896706016	0.3123103050312853	0.42509734610651	0.15131002793267412	0.2978466952869858	0.2111943405773954	0.25155332527623925	0	0.061752142251039956	0
Bend7	0.02903184820789486	0.0036904496252399845	0.0686029319226422	0	0	0	0.08323993715622194	0.1969810881863175	0	0	0.031191567811439246	0	0	0	0
Sephs1	0.15224388640854405	0.11583502584043122	0.14027590192053493	0.16659446791474888	0.042455189844044824	0.3640475952536684	0.18321043809837195	0.27018612407356873	0	0.6023813577135085	0.10229900393975748	0.10074387236996629	0	0	0
Phyh	0.343610323311218	0.4437952543105192	0.14626862114292755	0.09753965550419379	0.4082265105444657	0.24999754686762643	0.22743256994633068	0.026024363546905162	0.19698352604731406	0.012150635409799576	0.16497468230829848	0.11999017798893011	0.546115342558261	0	0.7057106936200314
Mcm10	0.06695855510224749	0.06189348803391938	0.10119901741900067	0	0	0	0.07214415544356795	0.13368966156021275	0.09399970282695286	0	0.09242677223928789	0	0	0	0
Optn	0.09166683182706006	0.0878679808278619	0.05488636921239707	0.09321877863836693	0.06418999745919474	0	0.27107938117275776	0.1184966462517444	0.6744680840987073	0	0.04170482758709139	0.08718927712439785	0	0	0
Ccdc3	0.10343153155940421	0.07269633471566708	0.2595477044692208	0	0	0	0.006711369147442727	0.008182723712153459	0	0.5764392219581134	0.3541368857420789	0.005839790713754807	0	0	0
Camk1d	0.02654962378358136	0.030132654119438128	0.0500702972781118	0.606625006488243	0	0	0	0.005937917698547983	0.20630151693259585	0.3757134831534944	0.15755878971185566	0.5272369758287812	0	0.9189443780891965	0
Cdc123	0.3559436935364506	0.43416321137762925	0.31181867893467297	0.15425824783907194	0.22892734992281716	0.5860938352562183	0.29586812456066475	0.062140862998367866	0.06783992949865456	0.04268682339318758	0.21847743252425067	0.10606588692228924	0.6269216807494105	0.05108362880338797	0.24368771085761481
Nudt5	0.48127152503291903	0.5902682086915325	0.26679618122187615	0.34565158481888114	0.4589885870622849	0.35885942131536996	0.41349109963081154	0.27068667367212906	0.21006816994955949	0.5708244958381608	0.16916210870419904	0.05758015042509432	0.6424133373559077	0.011224533195161614	0.4991604669077854
Gm13199	0	0	0	0	0	0	0.04021644697710734	0	0	0	0.014307998465118944	0	0	0.7498557134556232	0
Sec61a2	0.05163288633380476	0.07611215219563648	0.1078736393442283	0.1630744181227911	0.1619546060655135	0.14633125423647173	0.039760674861956946	0.09233945995014028	0.0542041065035139	0	0.3006053049265532	0.13447500820191124	0	0.030121398342741974	0
Dhtkd1	0	0	0	0	0	0	0	0.027474811088939892	0	0	0.006551532049839016	0	0	0	0
Upf2	0.21637743023127115	0.21720695124165718	0.29574327695561586	0.11159088368747587	0.22155144237818322	0.3723173496621682	0.4661047929273912	0.24822306269471126	0.11072469640756845	0.2331452970425771	0.2640108189061116	0.16587960980685348	0	0.12932029332043987	0.1600109719156522
Proser2	0.17373963988436467	0.15437137874992796	0	0.083743298148582	0	0	0.19343158282171696	0.11649042030663195	0	0	0.006624927506792936	0.007021292742535676	0.5740450370498226	0	0
Echdc3	0.02076284025384219	0	0	0	0	0	0	0.05181593558234966	0.04103300201066531	0	0.020928798854316852	0	0	0	0
Usp6nl	0.2633338170001028	0.31012734094309946	0.16108396740833736	0.3121654214811672	0.5203819956081261	0.27279691688043883	0.3092847148285912	0.2528842600862463	0.09465073746489908	0.2324456234948345	0.23286205450994668	0.34000925963121	0	1.0843307223725325	0.3767646272531738
Gm38386	0	0	0	0.03182245800251932	0	0	0.0022306420825778314	0	0.04529564949045238	0	0	0.02554777815966035	0	0	0
Celf2	0.2997271490409884	0.2307010927455198	1.1723707319371688	0.9000171958173773	0.09709765591084533	0.2582246579067772	0.206328838490177	0.19802162246380098	1.126877200551669	0.17592910777561566	1.5250524541263706	1.0259644880292602	0.30284664275082596	1.7289029661131377	0.4443501020473759
Gata3	0.3300961747882854	0.3681102929341099	0.061500094742737696	0	0.5523983927457673	0.5940794567421281	0.7867283829566456	0	0.019556744766926145	0.4544862341505268	0.011247566705007117	0.018815672067692257	0	1.494748696419142	1.2630104239766193
Taf3	0.08858571005634276	0.13038698109308008	0.07306572288118728	0.13660379770220377	0	0	0.05790889408377506	0.14898897799152255	0.053752620381565995	0.07676207279225365	0.22777643659386204	0.14874475482515023	0	0.9280060611967819	0.29612441642715037
C630004M23Rik	0	0	0.05419912129025199	0.04090784136519411	0	0	0	0	0	0	0	0	0	0	0
Atp5c1	1.0842567577182056	1.1434007208406949	0.7069348160880919	0.922576303576114	0.6554104132813507	1.3169409471503895	0.9067204534500646	0.5027632761281436	0.27549706741300317	1.2443183091615007	0.6401801360251687	0.8493365335513217	0	1.136433129214787	1.4987895969177212
Kin	0.2120145710133562	0.2507192438597925	0.1672937818321917	0.15384192559619403	0.10786773489214171	0.322056287186803	0.2284910867904497	0.34112034038409933	0.2734991575361926	0.025080226778894793	0.34256320742361274	0.15006074900313668	0	0.27024673745446637	0.7577537881763117
Itih2	0	0	0	0	0	0	0.053764952175322143	0	0	0	0.03316259964541549	0	0	0	0
Itih5	0.2375784246154713	0.1361648349373679	1.1023989778688952	0.04700864537941845	0	0	0.0766790925387296	0.10898720315237195	0.0166643243075311	0.8138163155487902	1.301017401225742	0.008285154499093842	0	0.011224533195161614	0
Sfmbt2	0	0	0	0	0	0	0	0	0.029071276274860017	0	0.017688204212431415	0.031956194929553317	0	0	0
Prkcq	0	0	0	0	0	0	0.004247077179207115	0.001924219466690605	0.007854586750368367	0	0	0.016363361830058643	0	0.06777431323421707	0
Gm37851	0	0	0	0	0	0	0	0	0.15407274493505327	0	0	0	0	0	0
Gm37730	0	0	0	0	0	0	0	0.001924219466690605	0	0	0	0	0	0	0
Pfkfb3	0.40012835747109227	0.29586963539914185	0.14077530694290133	0.4600061406605024	0.11008817378138624	0.5115842648912534	0.3203241395768452	1.178999239769206	0.9209055634017954	0.3825426356201677	0.16492518840060225	0.6504214819153131	0	0.32623834108952565	0
Gm37975	0	0	0	0	0	0	0	0	0.015261624127221273	0	0	0.0074353101772733935	0	0	0
Rbm17	0.6197951193603549	0.7964611515295323	0.5257088887003432	0.5545920449428915	0.6427266465963891	0.7277672531931657	0.4688134468223275	0.5375339643283101	0.07586386347500391	0.31863171817548275	0.5088266703851403	0.5109142582791287	0	1.0367832416075278	0.5516515336385628
Il2ra	0.053210223085582174	0.03397857066109497	0.007836416561764804	0.29400263966405144	0	0	0.0010624487039895324	0	0	0.3884071031461125	0	0.05771401436918677	0	1.3875819460152583	0.20802228370887188
Gm37881	0.013638013184602935	0	0	0	0	0	0	0	0	0.005657243611757706	0	0.019533354489995373	0	0	0
Il15ra	0.39700347905453803	0.3928607747864272	0.35256772969530387	0.13476572649625235	0	0.11397694777944799	0.5236154918683512	0.16177797861182983	0.009576663407706599	0.44204780508222113	0.5501237552991722	0.07689028563986308	0	0	0
Fbh1	0.16472489964177894	0.10323813273393134	0.2257405861073853	0.04120789481451958	0	0.2851347386064892	0.3273023522788383	0.15288053477295707	0.01637241428685794	0.22539046737092602	0.16361273825498124	0.1497288214255613	0	0.05108362880338797	0
Ankrd16	0.07767224427938219	0.09108678568091874	0.11859630235344565	0.06987140993883616	0	0	0.07527633937596832	0.1468909097772036	0.04519041203197103	0	0.09450634632149242	0.01225497529071687	0.3949805521125862	0.48501630496729753	0.13823449971849608
Itga8	0.01296722207566995	0	0	0	0	0	0	0	0	0	0	0.01502195123737276	0	0	0
Mindy3	0.560788087421993	0.5690321804761324	0.40776694006199177	0.17543768360619388	0.22263744713508338	0.2442806877780072	0.6464479976989254	0.5689649169393809	0.14461955257725911	0.2260492192965917	0.24456799388555212	0.4238874594207209	0.957523429233228	0.5920839515851686	0.19384893937882847
Gm37289	0.009646104103147623	0.016257084263522317	0.025697051376524265	0.004884312783723597	0.060217449367802156	0	0.008543824702873546	0.0158221385323575	0.040503317284985206	0	0.026353589147715274	0.05143359428639051	0	0.1841878288683032	0
Gm37255	0.013498359755029594	0.015695336674516676	0.05155375028634654	0.028970991700921135	0	0	0.06739523701297524	0.03223770610061193	0.0540310013463338	0	0.06385931931361724	0.05374467129196497	0	0.05108362880338797	0.27573648340766266
Gm38014	0	0	0.0111595846223175	0.003616074190428076	0	0	0.0736696577560436	0	0.04993285672331415	0.03095647425656997	0.0249035428429393	0	0	0.49494612665612364	0
Pter	0.04996597328496791	0	0.007538955379518247	0.02525712047795829	0	0	0.03295944484335867	0	0	0.132538836711771	0.0255618511721327	0	0	0	0
C1ql3	0	0	0	0	0	0	0	0	0	0	0.032033704307428884	0	0	0	0
Rsu1	0.33804598940367664	0.23562918373826516	0.41296075196141435	0.4998556001181201	0.2118602003787914	0	0.2084189292020175	0.7398354780419826	0.28598772944541306	0.3693936928154866	0.49049500495321935	0.5356302553047797	0.30284664275082596	0.011224533195161614	0
Gm38156	0	0	0	0	0	0	0	0	0	0	0.003647191204516607	0	0	0	0
Gm37780	0.02780773400870912	0.0140328561309769	0.0437979135886461	0.028005818098218286	0	0	0	0.03856449621570413	0.007806684663757088	0	0.03848463915986808	0	0	0	0
Cubn	0.005116142218424255	0	0	0.0013718367942868093	0	0	0.002190093945595589	0	0	0.008137933292294756	0	0	0	0	0
Trdmt1	0.0410757265849101	0	0.010694717195834329	0.044877872484517974	0	0	0.002190093945595589	0.0017501253181199754	0.009096504105885635	0	0	0.03974642704195653	0	0	0
Vim	1.7853589219661883	1.5878166519892623	3.304587205805625	3.2289026776917433	1.3667651894514805	1.5809950067755363	1.233764940876117	3.6715882213603486	2.2857259885595163	3.281393521531444	3.198412282757091	3.1932191677759034	2.3722037503653133	2.357194782825834	1.3299774719485742
St8sia6	0.018657733571322034	0	0.021603778209120836	0.010367836745916157	0	0	0	0.06165356856411512	0	0	0	0.037635055104836966	0	0	0.20802228370887188
Hacd1	0.27849627885949446	0.2954630469035613	0.27845348461848274	0.1708500490874349	0.18599036883468753	0.13570187421269148	0.23252302959282412	0.309253989249531	0	0.6363519106884074	0.2486611804838619	0.02366595860596871	0	0	0
D930036K23Rik	0	0.016860536147195005	0.019926932151036275	0	0	0	0	0.0028188073581520393	0	0	0.03614227283898043	0	0	0	0
Gm37894	0.01400012506907976	0	0.052313182288296	0	0	0	0.009943919145802027	0	0	0	0.03750446006292669	0.0070859966006879315	0	0	0
Stam	0.5548169149998454	0.4925977810175156	0.6131329694096981	0.33644495234328015	0.1921788738733915	0.20640728205433118	0.40958131187136565	0.2298961374914812	0.12988432679116652	0.31948355255895355	0.5910763266266726	0.3012426085055797	0	0.6825676748231488	0.26220743572876454
Gm37499	0	0	0.012067967613476564	0.0091293570276876	0	0	0.02084450991198219	0	0	0	0.03909560023176081	0.09420161070542452	0	0	0
Tmem236	0.0032376014493599413	0.014221147248429033	0.11542016418322759	0	0	0	0.0011444361971676982	0	0.03884292644332239	0	0.16375541440229247	0.01518090748506069	0	0	0
Mrc1	0.14617725044619262	0.12091015913515529	0.027159308022278224	1.407353588497865	0.24098833334806022	0.14705125161798513	0	0.031397831235893	0	0.22662763272529857	0.01841756348159298	1.7825726622896818	0	0	0
Gm37697	0	0	0.002541814189419847	0	0	0	0	0	0	0	0	0.010040585047508821	0	0	0
Slc39a12	0	0	0	0.10026073333149188	0	0	0	0	0	0	0	0.03327657015513283	0	0	0
Cacnb2	0	0	0	0.03937485511648091	0	0	0	0	0	0.4842499336876509	0.025635659428057414	0.008777838039937232	0	0	0
2900092N22Rik	0	0	0	0	0	0	0.0022306420825778314	0	0	0.01562653877610272	0	0	0	0	0
Gm37006	0	0	0	0	0	0	0.0022306420825778314	0	0	0	0	0	0	0	0
Nsun6	0.07477522901431383	0.02619315553194698	0.05707206065442898	0.028993990130481852	0	0	0.11316338617000861	0.005615257900139457	0.061270281770902206	0	0.11574016587467723	0.058934626029745155	0	0.7511208971662338	0
Gm36930	0	0	0.001057786996882465	0	0	0	0	0.0064438298786012255	0.016869801006232102	0	0	0	0	0	0
Arl5b	0.696340436379023	0.8037060546036425	0.8498603421383677	0.3701200062238693	0.6038847541396642	0.6678785862576779	1.1171248222882926	0.9948666953734442	0.7050877834141639	0.9930881438529511	0.9177920755186737	0.45544891075241833	0	0.43870359666103553	0.9663584130896996
Gm38257	0	0	0	0.08477351143432453	0	0	0.3292105399052768	0.11470517934606438	0.07784749471393518	0	0.061305473094683156	0.022705772590502958	0	0.011224533195161614	0
Plxdc2	0.1751830743606348	0.1800042765272684	0.8954151039976271	0.2009408933656881	0.2194360915331941	0	0.3280748762217518	0.2293948035858392	0.2237413660546278	0.33283259105517116	0.932337147278832	0.0800763734915714	0	0	0
Nebl	0.14548425590309114	0.18189120654904312	0.13175345675534167	0	0.1818459254987012	0.2385707178079138	0.07101889686020652	0.112024636833146	0	0	0.01880490115729053	0.015151575442493318	0.4233656383177442	0	0
A930004D18Rik	0.014074867324557483	0	0.010197406470978871	0	0	0	0.00464245628221959	0.07044619933538933	0	0	0.01412164633563774	0	0	0	0
Skida1	0	0.01502770785577855	0	0	0	0	0	0	0	0	0.009136338400740194	0	0	0	0
Mllt10	0.23385250164873647	0.25025526066427317	0.16646256313744498	0.4649895403939696	0.3797555561181401	0.24218688743279687	0.1921703514733972	0.4068711893949692	0.07544821591817999	0.1624279140736652	0.19590301009479247	0.24744008724852523	0.939296607496871	0.011224533195161614	0.27479098918416245
Dnajc1	0.14758037616824332	0.2221623583932489	0.6490655659121023	0.32261029320661727	0.1355686426695458	0.27352802352210276	0.28459827172215635	0.6911632475568267	0.10487493739661179	0.33001931321320677	0.5662938218983254	0.3171157904906012	0.5782764362362999	0.5478536794783535	0
Commd3	0.4290567236153561	0.5853406593783472	0.3008870215374975	0.11503760683382135	0.3683536778839669	0.5980507576023636	0.25388229068064727	0.3717389328825279	0.3468028440444978	0.05346751853760189	0.2833019676162686	0.16322557077318042	0	0.7890032119062078	0.1600109719156522
Bmi1	0.0969372698912436	0.22533205560437342	0.11758591136162674	0.08969627926430983	0.05606647428789384	0	0.1230235586878639	0.4080653550563712	0.04514675816034125	0.03753377306012788	0.17114789311111747	0.08197455985823676	0	0	0
Pip4k2a	0.13663086062772892	0.11128211015791743	0.2003456523162154	0.7332328236010907	0.09583031729642442	0	0.11799146950546688	0.17469403679538636	0.20273239920045755	0.1846178394477005	0.3403340613404692	0.497625331957011	0	0.06777431323421707	0
Armc3	0.06057682307338304	0.016174385197519788	0	0	0	0	0.0013647050152378072	0	0.06830977250726972	0	0.005627226695072628	0.017665340173729057	0	0	0
Msrb2	0	0	0.0038246083375166116	0	0	0	0.044344601226067606	0.001924219466690605	0.008368053596679517	0	0.024715886736751652	0.006128803325379542	0	0	0
Otud1	0.29644510596072837	0.40320619631835913	0.15697232659610408	0.120408035901142	0.43116898462947045	0.4531616165218032	0.24067917978881423	0.31903721491935205	0.03654501427575034	0.3344300592864296	0.2632732903760856	0.22823532033623684	0.6074265083983141	0.5222823775573766	0
Etl4	0.24284910182444278	0.22630854550780025	0.04343460925421584	0	0.23430628848397717	0.24749740777150997	0.4268519948078584	0.08046592429083997	0.04865926327078776	0.008137933292294756	0	0	0.6397766500369337	0	0
Arhgap21	0.473759546630801	0.4036774600872057	0.7414213786125845	0.3806195334481711	0.4220288095052869	0.7884076195144005	0.2725127671193162	0.2920180696758826	0.07441501891654977	0.7783918834210495	0.9935035119706767	0.1976136270975691	0.6027463528053245	0.13749117367950714	0.1600109719156522
Enkur	0.013227461137423745	0.016860536147195005	0.015565727930717825	0.05554832284704917	0	0.09890258227305986	0	0.0028188073581520393	0	0.03047304730998512	0.02234728017868586	0	0	0	0
Thnsl1	0.010880162339214522	0	0	0	0	0	0	0	0	0	0.010504879041777116	0.006766864252944912	0	0	0
Gad2	0	0	0	0	0	0	0	0	0	0	0.009084996169217987	0	0	0	0
Apbb1ip	0.1252354742659138	0.11265816682489792	0.3670620674640081	0.4346554948813013	0	0	0	0	1.3499614570017775	0	0.6101835270229946	0.9142942046608147	0	0	0
Pdss1	0.025995494354520202	0.057388176092451476	0.026268567591064714	0	0.2068245235888784	0.22313223039195995	0.031558252446249005	0.0036444714415790613	0.018107448896009626	0.012104340679272683	0.06144953311366589	0.022376962178534198	0	0	0.5330998575868909
Abi1	1.0617300442471966	1.0753118395212	0.8817633354828117	1.1689059248818001	1.013574122227181	1.1450048608356351	1.0497692387837447	0.7257789572032446	1.021485577834603	0.6292295053556585	1.1187028522606415	1.3260318083340938	0.9636215527700173	0.8919509285901733	0.13823449971849608
Acbd5	0.3843921561145338	0.43549399899594327	0.3861970745984661	0.3211649078541844	0.1958825482482415	0.5975544277840775	0.5056471711940229	0.4025216560139234	0.3361230222182579	0.7815082500869915	0.2517859084841049	0.3391883187241416	0.6145889392813737	0.7250387931886174	0.39333736001275177
Mastl	0.03685403424736368	0	0.03663417797847318	0.047540405716793493	0	0.14283467382275908	0	0.12421487940071263	0.22790296360137915	0	0	0.004219647000825478	0.5225615663259743	0.011224533195161614	0
Yme1l1	0.5556139186246125	0.4491308561097359	0.47663826331731046	0.5346036382975334	0.5511915674187946	0.6896994791068549	0.4587951603140817	0.4804857809466418	0.46522432801754	0.5920768200253069	0.46459984588867875	0.45702363544368385	0	1.4742441886350797	0.6540703461288818
4931423N10Rik	0	0	0	0	0	0	0	0.003335843867043461	0.00646413826283266	0	0	0	0	0	0
Gm38309	0	0	0.010662218504716247	0	0	0	0	0	0	0	0	0.012697736798590722	0	0	0
Spopl	0.18437967271655764	0.29942018024177397	0.19599457913463303	0.14479937944618634	0.16447995297757592	0.10899278705976667	0.07327118553770821	0.3676178728488721	0.10703887061041625	0.8437931682663631	0.1547639008878277	0.24287725231379234	0	0.061455717512946595	0
Hnmt	0.024291260027140806	0.015243849065994913	0.0038667565531138683	0.2462798547742235	0	0.14705125161798513	0	0.06760792019616231	0.4344015790810275	0	0.03172329918187686	0.03025210859820215	0.9826035429786215	0	0
Il1f8	0	0	0	0	0	0	0.0012182168762864696	0	0.02063424549147298	0	0	0	0	0	0
Il1f9	0.4717961157737375	0.5015640164393855	0.21418424207739362	0.28705415760407865	0.4683113586562008	0.9723371447943838	0.3520005322276406	0.17490982850272702	2.862082345289549	0.5596391718437697	0.06330695448862109	0.3579554069179468	0	0	0
Il1f6	0.007792807903187808	0	0.028202658816084816	0	0	0	0.01988280184744403	0	0.2906534970685394	0	0	0.025003386038002166	0	0	0
Il1f5	0.024568299303853895	0.0419167766373747	0	0	0.10521516109507374	0.14633125423647173	0	0	0	0	0	0	0	0	0
Il1rn	1.057956533442227	0.9167131649728428	0.5991225800925596	2.2569170963970047	0.9351995102293622	0.9627676262978213	0.9773539099609987	0.1792350055634473	3.1260856082284296	0.6725307703761019	0.0633395847534179	3.1131911489113113	0.7836311881222034	0.6122705273045386	0.4661437851760605
Psd4	0.05259446546872214	0.045025572227272215	0.029100955527936314	0.44987110429260824	0	0.22664647469259533	0.10317742036870968	0.02616162566842118	0.7921753183418665	0.11401857840094089	0	0.8448486709763142	0	0.12430796489464188	0
Pax8	0.007701747772639953	0	0	0	0	0	0	0	0.14034112628005632	0	0	0	0	0	0
Cacna1b	0	0	0.05587887076811344	0.0091293570276876	0	0	0	0	0	0	0	0.05176747673270575	0	0	0
Ehmt1	0.11638369014007073	0.19541112703959831	0.13502592252540835	0.13021068010256856	0.1981108124640456	0.13950155961102642	0.1735061861525647	0.4183848989683275	0.02367665215056203	0.01562653877610272	0.15876449942862245	0.12297195570378834	0	0	0
Gm38147	0	0	0	0	0	0	0.0022306420825778314	0	0	0.14186042621339237	0	0	0	0	0
Gm37139	0	0	0	0	0	0	0	0.034652901600102336	0	0	0.026962235690640594	0.018274861447971424	0	0	0
Arrdc1	0.18373307677450193	0.12032809882226311	0.06188358740052674	0.15997015716152024	0	0	0.28598534889287	0.062388274443730116	0.04533440246558068	0.005657243611757706	0.040282169103474576	0.20954567910898544	0	0.011224533195161614	0.27573648340766266
Zmynd19	0.14096411466425438	0.3000368307172926	0.17488346433514038	0.02749722490793107	0.09494341585808981	0	0.3352347202750104	0.09715036481337448	0.0074652282044843305	0.005622604127383752	0.11716795267819884	0.06809734702345652	0	0	0.6506630681914235
Dph7	0.049873181415714125	0.0176074836062086	0.03783314832913355	0	0	0	0.0010624487039895324	0.0017235624502633677	0	0.012150635409799576	0.05494295633618197	0.008777838039937232	0	0	0
Mrpl41	0.2659099404058568	0.18996305597691956	0.3216275243705413	0.2867937889213808	0.38474559647129125	0.06372799995279152	0.2797089024038266	0.16790455676184218	0.060189098887127854	0.4079777545881296	0.05702924142725223	0.13027631094969522	0	0.10956653486739441	1.1386010259237875
Pnpla7	0.0907566534212066	0.02859339871843063	0.08422441654417659	0.2487962536424572	0	0.11226561960419282	0.00464245628221959	0	0.6305995930221425	0.026385852476139195	0.10371009784613305	0.16220871288292754	0	0	0.4721906396380551
Nsmf	0.10132473746081741	0.13482494095586656	0.18561901829242264	0.022507150534125216	0	0.10228423401954562	0.023298174645930148	0.06914243586947974	0.2608339355045843	0.4506467857298969	0.3204729243387031	0.09827502619464334	0.6219277754074074	0	0
Nrarp	0.2869347198725901	0.4713172966115192	0.05525538705129926	0.06305945588918231	0.25986598352126955	0.5800114628139119	0.20324638985860316	0.294428693004966	0.006016821881211701	0.41844432603963244	0.00503242186521422	0	0.5404888155895495	0.42073199371465647	0.6058720200720169
Tor4a	0	0.022279673580865165	0	0.02419111907605393	0.10841439651981093	0	0.0012987412868248171	0	0.007039848404192996	0	0.01241944976990789	0.03283336181431172	0	0.6979019376765357	0
Nelfb	0.2382984247703703	0.293884058636452	0.12082739386494777	0.2262749463839187	0.11780013494893057	0.37871599563143465	0.26926325276250973	0.2358467184695781	0.5016829109856815	0.06590566094857545	0.15375676266388882	0.23597389508623887	0	0.8704113015395121	0
Fam166a	0	0	0.001057786996882465	0	0	0	0	0	0	0.3927178600664875	0	0	0	0	0
Tubb4b	1.5127587145512356	0.5952094041960818	0.872301079027525	0.7546700148608699	0.811775573315214	0.734731854080554	1.2568688894090956	0.9431149439860974	0.7136388854482105	1.3379374450548818	0.6461074516432246	0.7269864736218546	1.271549380055547	0.5088220677754361	1.4459624400112459
Cysrt1	0.2764403648423107	0.1886790697191322	0.025799915737679972	0.04790164830055096	0	0	0.17127494289587045	0	0	0.005622604127383752	0.00679685204848527	0.006852392592162887	0	0	0
Rnf208	0.10256748839518307	0.24577402663916365	0.09324673340665875	0.03841514653316625	0.0674250561875176	0.2690295686742784	0.24884311402197037	0.053245405737436684	0.1513593997076851	0.00656471864564867	0.013791609634508416	0.015961521272371642	0	0	0
AL732309.1	0.024070522734535138	0.013496756510830155	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndor1-ENSMUSG00000006471	0.014226771867548867	0	0.03267850375603099	0	0	0	0.002279372761441654	0	0.011209673301707785	0	0.006691606625092879	0.01784406516020637	0	0	0.0971722525998443
Tmem203	0.10915585276625596	0.07695007513925253	0.14278387946085624	0.07302912107291798	0	0	0.09539807774833625	0.18740491787245028	0.07719745289106458	0.008137933292294756	0.03674102917738676	0.03875121626712549	0	0.3134482012346921	0
Tprn	0.07749535139223294	0	0.010760312569809697	0.051849832004717177	0	0.2537048824130691	0.028697562521751173	0	0.031851698639075166	0	0.013226669230229133	0.025174764130397164	0.3609869970202236	0.03982210418100169	0
Ssna1	0.35601485337667893	0.3548391462616814	0.2135640932768359	0.2990616388728567	0.11181449802427165	0.37994780229671715	0.2610254828291613	0.3846655541648839	0.07356121739623386	0.4284876572953531	0.14262571899855903	0.07445438093200855	0	0.6316463152683043	0
