gene_name	gene_expression
Ube2f	0.532179359906604
Scly	0.06288318616234562
Espnl	0.0028441002946793274
Klhl30	2.2256773654701645e-4
Erfe	0.04391770822584873
Ilkap	0.2562402566572549
Hes6	0.03798974135238006
Per2	0.03291703843028539
Traf3ip1	0.01723873056912548
Asb1	0.02984301271519073
Twist2	0.16192888209417908
Hdac4	0.26581446394696723
Gm37048	5.077397236859469e-4
Gm37036	2.8623805868754253e-4
Ndufa10	0.6379510247517269
Cops9	0.9071440874530707
Gpc1	0.6015540350769051
Ankmy1	0.04202464001620667
Dusp28	0.0570075727182605
Rnpepl1	0.44812435983469606
Capn10	0.05254114786303037
Gpr35	0.1147437543670526
Kif1a	0.02249878166467102
Mab21l4	0.02185544697531963
Crocc2	5.917212967775777e-4
Sned1	0.17051752843080903
Mterf4	0.040152739257979284
Pask	0.00338467432641639
Ppp1r7	0.21046571796786823
Ano7	0.004360938545816447
Hdlbp	1.3680802863452055
Sept2-ENSMUSG00000026276	0.06788483721664003
Farp2	0.04469311501639771
Gm37250	0.001416341494793656
Stk25	0.358301196557768
Bok	0.6938488061721623
Thap4	0.16818639985977943
Atg4b	0.24533848744234485
Dtymk	0.5023046844201701
Ing5	0.14834139052919834
D2hgdh	0.04005506573947802
Gal3st2c	0.004228781837754773
Pdcd1	0.005804810581006174
Fam174a	0.2673679429067136
BC055308	0.0026204002298064397
St8sia4	0.33964934492218435
Gm37642	0.04028039397318058
D1Ertd622e	0.3911601162065895
Ppip5k2	0.14580536806919797
Gin1	0.06262197649530672
Pam	0.47857256620426497
Gm37140	0.007634454597405028
Rnf152	0.06476267968567949
Pign	0.11265562648968167
Relch	0.23059592529764072
Gm37566	0.016348216073815057
Tnfrsf11a	0.09743152501105184
Zcchc2	0.2580682664716558
Gm37372	0.0012734105484364538
Phlpp1	0.19678664618825992
Gm38235	0.016620132131616835
Bcl2	0.04727598889897027
Kdsr	0.2341197726538969
Vps4b	0.8215393856774371
Serpinb5	1.9846790806058299
Serpinb12	0.005779187175466838
Serpinb3a	0.006919712095035063
Serpinb3d	0.005477233470847631
Serpinb3b	0.3025227335170553
Serpinb3c	0.0050428241730898936
Serpinb11	0.0014495508978396038
Serpinb2	2.870087557018997
Serpinb10	0.06976311174120767
Serpinb8	0.341213191755776
Cdh19	2.9946797940852876e-4
Gm36944	1.4447878120178343e-4
Dsel	0.13351625842706882
Tsn	0.5791843482870423
Nifk	0.5482375315872036
Clasp1	0.2433165173549363
Tfcp2l1	0.007257714953584963
Gli2	0.01395161056836424
Inhbb	0.18435967442941098
Ralb	0.6501680465439752
Tmem185b	0.3325802264360492
Epb41l5	0.08589214716773308
Gm37219	0.0036667407867465173
Ptpn4	0.15508809014225158
Gm37745	0.0034667263004684533
Tmem177	0.0051071727104574265
Tmem37	0.008869158765405772
Dbi	1.6549876251954259
3110009E18Rik	0.03795412324145527
Steap3	0.19028909526349091
En1	0.1583571605302134
Insig2	0.31748999051766624
Gm37174	0.009083292084935498
Ccdc93	0.10947881304747203
Ddx18	0.3485804476976491
Dpp10	1.0311251316602599e-4
Actr3	1.699249629973838
Slc35f5	0.24713350412946772
Gpr39	0.023211764144381076
Lypd1	0.005574118128182569
Nckap5	0.039041528376724546
Gm37161	5.808294320266093e-5
Gm37936	1.903007265177873e-4
Gm38177	7.33432405735956e-4
Mgat5	0.1676596451893813
Gm37772	3.4173193400834366e-4
Gm37510	0.01874571711632343
Tmem163	0.01711443518172593
Ccnt2	0.3597584482783761
Map3k19	0
Rab3gap1	0.2679236503205994
Zranb3	0.016807090325274842
Gm38248	0.009038447277783936
Gm38026	1.2047080497004375e-4
R3hdm1	0.25916275606448474
Gm37588	0.00405087854926188
Gm37868	1.996927351340474e-4
Gm37407	0.006735131694243406
Ubxn4	0.8375594438945463
Lct	0.005318819394586806
Mcm6	0.20134430445009807
Dars	0.3670533695383286
Cxcr4	0.44265118894702465
Thsd7b	1.6911074248945893e-4
Cd55b	0.004688883016965556
Cd55	0.3166991190136959
Gm37283	0.008163248191809289
C4bp	0.0048847971173702825
Gm29427	0
Pfkfb2	0.020765525768669652
Yod1	0.31641260475267485
AA986860	0.17170148948535202
Fcamr	0.004995258623879525
Fcmr	0.05558247770827571
Il24	1.7993509452922851
Il20	6.90778165238618e-4
Il19	0.941220894502406
Il10	0.16741593464974674
Mapkapk2	0.9095956679350327
Gm37084	0.04805754024392304
Dyrk3	0.017105489540514544
Eif2d	0.13782653143674115
Rassf5	0.18281141947229193
Ikbke	0.08210465565050606
Srgap2	0.13064666448785242
Gm38262	2.2271428937774672e-4
Gm37954	4.64426248042809e-4
Fam72a	0.02326476852052347
Ctse	0.004509189505297086
Rab7b	0.21288215581544495
Slc26a9	0.013642488035752005
Pm20d1	0.00464648710107767
Slc41a1	0.3203072414314821
Rab29	0.04130861167839739
Nucks1	1.0479669524850672
Gm38067	1.005059604454582e-4
Gm37676	0.03891342985864122
Slc45a3	0.05779558754331953
Elk4	0.4889731651316005
Mfsd4a	0.07867889186933916
Gm37120	1.2897349408896112e-4
Cdk18	0.05970026865463886
Klhdc8a	0.008271869863547308
Nuak2	0.20365534038300795
Tmcc2	0.03887499425597227
Dstyk	0.15648874732076842
Rbbp5	0.09010082834859118
Tmem81	0.00779530992700032
Cntn2	0.0064419280895859615
Nfasc	0.0437546880576763
Lrrn2	0.0011183188718064674
Mdm4	0.24092866617868514
Pik3c2b	0.022001513890318337
Gm26616	0.01636518264222469
Ppp1r15b	0.7198552623836567
Plekha6	0.04111851526601822
Etnk2	0.017131492022205857
Sox13	0.015285521413862267
Snrpe	1.3470767580893825
Zc3h11a-ENSMUSG00000102976	0.10411489197867049
Gm38394	0.02126145144228742
Lax1	0.010629535369390023
Atp2b4	0.24281273337594272
Gm37368	0.011992083668931593
Optc	1.494648439715468e-4
Prelp	0.22619498017521136
Fmod	0.04692513704369958
Btg2	0.7917583186096036
Gm38140	2.0883900292960968e-4
Chit1	0.05143865490659862
Chil1	0.13566979337138182
Mybph	0.006306900516522791
Ppfia4	0.005656320721740433
Tmem183a	0.44670161491742777
Cyb5r1	0.18773655913774798
Adipor1	0.8975231651397622
Klhl12	0.12381171408930478
Rabif	0.22958024552373005
Kdm5b	0.465552425079562
Syt2	0.0011286357498642052
Ppp1r12b	0.06353512555874709
Gm37949	0.003477885788325568
Gm37677	0.0067758555205385184
Ube2t	0.026814911779102318
Lgr6	0.025641658126771914
Ptprv	0.0033747857991126146
Ptpn7	0.04066244005097492
Arl8a	0.5603506024252533
Elf3	0.06537423438010395
Rnpep	0.33553633797787397
Timm17a	0.5768449826697509
Lmod1	0.00428249712462401
Shisa4	0.015769394972382604
Ipo9	0.22092286842688652
Nav1	0.2768697276286121
2610012C04Rik	2.2431519459935933e-4
Gm37333	0.010009653740414988
Csrp1	0.8118913585602435
Phlda3	0.6158596289298426
Tnni1	0.03920615114180747
Lad1	0.5797066978364958
Tnnt2	0.027548290961652202
Pkp1	1.6803187559806254
Gm36938	0.0013030879970598879
Tmem9	0.09899974287803556
Cacna1s	0.012382255910870752
Kif21b	0.03711656455975985
Mroh3	0.010603657677852853
Inava	0.2242830323809808
Camsap2	0.7201787728478432
Ddx59	0.048479453077657234
Kif14	0.013319094212187093
Zfp281	0.23297277942391983
Nr5a2	0.010340374915380693
Gm37298	7.299478618009087e-4
Gm37124	0.0020096361362819753
A130050O07Rik	0.0018767473670985803
D130019J16Rik	0.003066575555195188
Gm37534	4.7460495221587556e-5
Ptprc	0.5612520714271825
A130071D04Rik	0.09939648415518985
Nek7	0.5720416436339806
Gm37080	0.003581441047115343
Gm37101	0.012200534292336517
2310009B15Rik	0.20168911129635866
Gm37045	0.012530000769009448
Dennd1b	0.16081461432053354
Gm37470	0.0037902078649260816
Gm43544	0.0035633126560720425
Gm37718	0.008941221571617397
Zbtb41	0.2097161898515894
Aspm	0.03715598186071836
Cfhr2	5.013113773266495e-4
Cfh	0.2605448991833416
Kcnt2	0.005453685908265649
Gm37777	2.415657380202133e-4
Cdc73	0.40476765797958325
B3galt2	0.0020266287119270914
Glrx2	0.3661602977198061
Ro60	0.19460756889178105
Uchl5	0.30390556083332104
Rgs2	0.4795542994661415
Rgs13	0.00969376851668461
Rgs1	0.3191224179109855
Rgs18	0.019756305558523084
Brinp3	0.0023101049928371943
Gm38284	1.6346832213218277e-4
Pla2g4a	0.1504410511512264
Ptgs2	2.5300118549680923
Odr4	0.14273834524579657
Tpr	0.7624903487445296
Prg4	0.4702301739618422
Hmcn1	0.03334960345592046
Ivns1abp	0.6828556507890896
Swt1	0.14912471011887743
Trmt1l	0.12237074641354213
Gm37893	0.024227479222064165
Rnf2	0.40881653001483353
Gm36527	0.001241324538230511
Fam129a	0.2339261143212448
Edem3	0.2186291021358694
1700025G04Rik	0.2533336632806694
Tsen15	0.0696123349818715
Colgalt2	0.015770517694888426
Rgl1	0.3068545899729312
Arpc5	1.57532681425712
Ncf2	0.3739111320582379
Smg7	0.3795787046167562
Nmnat2	0.012514584911334
Lamc2	1.894458214319793
Lamc1	0.5238097617225517
Gm38009	0.03638498863699243
Shcbp1l	0
Dhx9	0.6497035220398019
Npl	0.3372300833840623
Rgs16	0.3374027959525557
Rnasel	0.15172015260888433
Teddm2	0.006194436430626545
Glul	0.7292244665949376
Cacna1e	0.007216019355842197
Ier5	1.594907776068667
Mr1	0.04934762907517521
Stx6	0.389965302609469
BC034090	0.027838164073101974
Xpr1	0.2712541188808597
Acbd6	0.40035029161518776
Lhx4	0.0029932040747228127
Qsox1	0.5395163017992592
Cep350	0.279450464649217
Gm37383	0.0027494219445732674
Tor1aip1	0.6867846126666325
9430034N14Rik	0.025524941982127236
Tor1aip2	0.7245332276048985
Tdrd5	9.232183149726764e-5
Axdnd1	0.02186228447416506
Gm2000	0.4315094528934822
Soat1	0.6340202302761624
Gm37648	7.829569689283929e-5
Abl2	0.9223015522174923
Gm38043	0.03116281591581772
Tor3a	0.08904078506786013
Fam20b	0.17502093872561583
Ralgps2	0.12547738693381794
Angptl1	0.03465525823992471
Gm37802	5.129121643699012e-4
Gm37943	0.004509394301520423
Tex35	0
Rasal2	0.14543858960342107
Gm37788	0.019033993960868915
Gm37578	0.008011604581024451
Gm37060	0.032466613792751474
Cryzl2	0.07265283251837415
Sec16b	0.028115819424503537
Gm37848	0.01080361606101814
Pappa2	0.02537469775838868
Cop1	0.5173239359495487
Gm37115	0.008386425246070325
Tnr	0.0037156418463993295
4930523C07Rik	0.3265168970492113
Tnn	0.04434986719202935
Mrps14	0.7565626678379791
Cacybp	0.6716334181880058
4933417C20Rik	7.44014704033004e-4
Rabgap1l	0.2542401355604964
9430087J23Rik	0.004892913196531822
Gm37212	0.008114968827649015
Gpr52	8.548018825754084e-5
Gm37215	0.006101266913876626
Gm38302	0.0016650375675805271
6720464F23Rik	0.010215129370874656
Gm37873	0.008038033862945805
Gm38329	0.0380752304438119
Gm38126	0.011243392027095124
Rc3h1	0.7811967458005113
Gm37052	0.016867940748241064
Gm37809	0.006690737928016931
Gm37653	0.007421349990014288
Serpinc1	0.013272849716659018
Gm37729	0.008203048355394878
Gm37072	0
Zbtb37	0.0654965122488633
Dars2	0.04458079312285281
Cenpl	0.10606152334111613
Klhl20	0.03985024416048423
Prdx6	1.2967856291308648
Tnfsf4	0.03589160046215645
Tnfsf18	6.807736772174042e-5
Fasl	0.01133096175787081
Gm37357	0.0024432827395567906
Suco	0.7259834326891558
Pigc	0.05769703874086651
Dnm3	0.06988308548261266
Gm37767	9.43415199534772e-4
Eef1aknmt	0.03306830451988299
Vamp4	0.21066460057317654
Myoc	0.057251993291920183
Myocos	4.521647496676577e-5
Prrc2c	1.1575952750722134
Fmo1	0.06457063703334566
Fmo2	0.018449706921159673
Prrx1	0.4902210374783482
Gm37644	0.009698897440690572
Gorab	0.07388145980253512
Kifap3	0.12430171503866053
Scyl3	0.09707854496692639
BC055324	0.026653321512597954
Mettl18	0.014580691110966567
Sele	0.13938601300757267
Sell	0.12824947886206903
Selp	1.1684274548519495
F5	0.0345362586361943
Slc19a2	0.3626049774912802
Ccdc181	0.015336336505564527
Blzf1	0.2612693530262498
Nme7	0.06421468917119923
Atp1b1	0.10733364775379373
D630023O14Rik	0.39669240240225173
Dpt	1.185232806470205
Xcl1	0.009686929119744626
Sft2d2	0.42680187673825465
Tiprl	0.33470010978652054
Gpr161	0.08012978969637456
Dcaf6	0.12594058200113528
Gm38368	0.0012509555448054716
Mpc2	0.6465511625860639
Gm37860	0.0013117212195837874
Adcy10	0.005181151079355442
Mpzl1	0.1969398475054889
Rcsd1	0.030476089529084528
Creg1	0.5256817032626455
Cd247	0.017818002861978825
Pou2f1	0.09365194000429178
Ildr2	0.036014532346860015
Tada1	0.17473250913386407
Pogk	0.2018734527974011
Fam78b	0.030248723837854253
Uck2	0.9472336093077705
Tmco1	0.4319636745429306
Aldh9a1	0.17825045149372898
Mgst3	0.6774153669756947
Lmx1a	0.010333462016143475
Pbx1	0.5552972050320977
Gm37524	0.015530446574203162
Gm38381	0.015666819355639496
Nuf2	0.0782412100432755
